"Taxa","weight","B11","Na23","Mg25","Al27","P31","S34","K39","Ca43","Mn55","Fe57","Co59","Ni60","Cu65","Zn66","As75","Se82","Rb85","Sr88","Mo98","Cd111"
"NC358",2.18702377022747,1.5268663146885,2.16605255562139,2.62586551859886,1.34466603278511,3.21347845148894,3.07209935213221,2.22122391469997,2.86637286818719,3.90021954443691,1.18690311665341,5.18522854309033,3.08341907896148,3.04165091973701,0.918287530136889,3.84163355922187,2.80614226663994,3.63273688648529,2.91213156674468,1.87245348772264,3.70637250568214
"NC360",1.65989539828568,2.45109919706178,2.45384328691532,2.50079827197886,3.57944552533399,2.34364856950956,2.76808951510981,1.72746690214921,3.26687178506512,3.26314899509041,2.24578173158633,6.03524844492899,4.23005644513552,2.95271684682806,1.28494328998057,4.21141940429097,3.38846862111756,3.45496415476214,3.11172422705973,1.9534321640536,5.8973163142943
"NC362",2.34517521754364,1.32303180988439,1.0783809420522,2.34199834457528,1.12587175159268,1.47784634277751,2.70687233572046,2.13438660384471,2.18481549169835,0.805729039674501,1.90902678586641,6.6134556672124,4.21010977189025,1.51091507446493,0.985701773187405,4.25370467134781,2.54258100428956,2.37311025862349,1.42516115161841,3.48326891063259,2.95205477979623
"NC364",4.78860900070226,1.25249319339628,1.33548124329845,3.16514027136522,0.93524012985289,2.62375227943618,4.04670991188137,1.3287598033884,1.44577687677258,1.86383286276626,1.6482826674516,4.10405131586501,2.29131278403102,1.50822261966766,1.44811223157895,1.59074184608031,2.80665487018243,2.09456256195193,1.33498294907334,2.81262897922329,3.65936520603383
"NC366",4.17038136431675,0.579510262777524,0.611740304338143,2.8580155599469,0.211359426295476,2.78942701116791,3.63904151659499,1.82453551715238,2.50962585475586,1.65673710002183,0.806856894959706,5.41528048024101,2.37557565101628,1.48523659651941,2.42344208537466,2.64611057525399,1.27168254987109,2.29839983424179,1.9583536830177,1.95063245952815,2.78375575137355
"NC368",3.74714509953069,1.46110878579019,3.2550537190784,2.38288795281488,1.22562260800073,2.95708075306921,2.73143432772796,2.43003948861074,3.55551742444243,2.96516268451541,2.40210205356079,6.01104440693668,3.21016924135682,2.26563628320371,2.24295792321384,2.48390839244842,1.30274562982076,2.76563749580808,3.02784555539802,3.86665650210977,2.36754600390915
"ND246",1.08792423794212,2.81998015640092,3.73340944569075,4.80206712737809,2.11658658410012,4.10418798064609,6.31713080216608,2.89802738986417,5.13160950784736,6.12106959349302,3.6718674147677,5.94678482216773,4.8038488301433,3.98920396404663,3.04177011766235,4.52646349298504,3.64454831073718,3.17900608618652,4.4822591417686,2.79372884777981,4.53461651667831
"OH43",1.68709780333598,3.62891151409009,3.0728037819462,3.52270424795059,2.6203049830008,1.3774260865545,3.79454119897369,3.41377784204515,2.62847186531468,2.5404948669263,2.41930073177264,7.52251795813688,4.70511651119963,2.55571466584497,2.90471260369078,4.52816094321536,3.53989476388079,3.81269844205226,3.29090541371926,4.06547535818949,3.86196756444759
"OH43E",2.25953141784327,3.88067598970855,2.76488268334663,4.05988830324919,1.80755477831191,2.52330814903039,4.47423032764637,3.04562606418148,4.06331388846689,2.59860865446009,1.53943209562271,6.83267369303861,4.03349517096939,2.1687704975175,2.43137419051068,3.64020753853803,2.7079467556963,2.36584382098895,3.84021526748313,3.52019732767724,3.7427111932725
"OH7B",1.86675465877602,2.39180523358584,2.6130877986573,1.98115595629691,2.26389368715812,2.35536044854443,2.6888031202215,2.6661759062559,4.49771298613827,2.8771177889742,0.366751409206633,6.20656667621757,3.85702599065274,2.97324931143587,0.439475144844709,4.2695047121277,2.89183225567833,2.20553328171822,4.52455458170729,2.90111217869898,3.27327617998508
"OS420",2.30282688329455,3.19512425102406,2.76259526388926,4.60312592234383,2.49759524485803,4.49152426755301,4.22699245456293,3.81077910783301,5.31676637303092,4.37032551460144,2.99559424945275,6.6236850518169,4.82967133053508,3.32427945103004,3.19009545191133,3.28597239383083,2.28045802036257,4.28599493205487,5.01856208557069,2.59810694195347,4.59132948477931
"PA762",2.4637019222738,2.96173133990538,2.79094001015919,3.28292928179239,0.827266562595266,0.869545010888063,4.38066878784782,1.92136178523913,4.67577273878844,2.78209307516487,0.917502307347339,6.44915127286206,3.91048603564576,2.95935710106268,1.70302065990031,3.47093608600875,2.68101923519743,2.06288139706945,4.33570648121596,3.81350538454048,3.20945839671844
"PA91",3.3620764573518,2.78366681939649,1.80079307369983,3.93444775986339,2.52539311188153,3.11298400852287,5.42850675605725,1.81806109120221,4.36990557965678,3.67883216480811,1.85083408578923,6.24935612999493,3.24326368639626,2.98889787180059,2.92690480781789,3.46405859642345,1.40818280267548,1.85539605528192,4.53003799102916,4.24933788990368,3.75255533075532
"R109B",2.99598965789987,2.34519192792424,1.68790576211094,2.40885739127397,1.04893844364313,3.05829742895759,4.4276612243436,2.49012727428734,3.79863025807098,0.47340504930378,2.20456985782426,4.91927227379706,4.08947884207363,2.6682455190278,1.7033267789553,2.92328696001689,1.61502034553802,3.19775280153327,3.71381701403022,1.342373115474,3.75969874498967
"R168",0.957143655608581,3.90350645976027,3.18322820296905,3.93397784886684,3.48251825255548,4.48122825522572,5.08214392702441,3.61619094595778,4.88908392801196,3.9838132783563,3.68595384730428,7.52681540754139,5.23144536948634,2.5129335701043,4.41556792257087,4.78828907300476,3.86891162126767,3.84510020565518,3.90840312233079,3.85486534691756,4.47964857164136
"SA24",1.22973703589361,2.05699394293731,3.91341420609525,2.24701537468453,2.29532547451291,1.44100054514738,3.80985964936848,2.5276589125868,3.79571167265311,2.76807085591307,1.17000702926073,6.84459050586567,4.23223309161388,3.62319333694088,2.82503458956338,4.63695704533229,4.08885356957191,3.58395950962621,4.18594298206866,2.88797717072318,4.91070384136792
"SC357",1.0085475838363,3.67957412686751,2.78705433576568,4.14271102219721,3.89493820395559,2.57623337326163,3.53572403357286,1.31372841164216,2.98316385576207,3.25142035891284,1.88730007027404,7.20457820262523,4.68988295017115,1.90950823621782,1.48511423888668,4.46996636909548,4.39170885249535,1.69301503059189,3.35742850926486,2.58900459837736,5.67055039457394
"SC55",3.13278442532055,1.45212115735633,0.224932418000098,2.15648952570853,1.75988836253974,2.57455312968645,2.98670767731482,2.2504887049118,3.24973264475881,3.23271931681831,0.799956328191786,5.62149809304066,0.001,0.596917599857545,1.08383896283797,2.78498784976057,2.81286582974484,1.46118319441967,2.25278835433057,4.00652580361403,2.12129060896227
"SD44",0.672165015131047,3.49118340787137,3.24731714741304,0.920036660085636,3.41093834877551,0.624539529012399,3.25373045993095,2.41464118383233,4.47896509731625,3.83820416913923,1.63794825255385,7.30076530700994,4.41842909067613,2.33018682788814,1.93530080969983,4.85431010408208,3.95736733052479,3.69159812857284,4.73815401821656,2.87375964205095,4.41165754494392
"SG1533",2.34496735852205,1.12287494293605,1.58763582868713,5.0529425615394,1.287032700075,4.08767085344706,3.90769646851649,1.47840483998958,3.78161757554963,5.58924721277134,2.39181058696832,6.69799928861588,3.92646082033709,2.45386074841523,3.29763097079624,3.23373258633998,2.156778205153,1.78393461457652,4.13511453480911,1.27027518857371,4.45383758815283
"T232",2.79928835170766,1.04044470278306,2.21529304756872,2.06524221103224,2.65428915538871,2.23555850100159,2.40387384539942,1.35005954257531,4.20845931934927,3.54020248302968,1.93038775827931,6.70237652602665,3.7369902926711,2.68618901296866,2.95691043428506,3.50888836317166,2.06996950027352,1.50488510201877,4.89391546197118,1.52802328621088,5.55715908976015
"T234",2.60977975203636,2.00080439377349,2.28680639990211,2.66266550055765,1.68102215366671,2.36050088192405,3.11916840076525,1.9402640911167,3.30870733275126,1.63271008040418,0.387626844858912,6.03048242063833,3.09267988994144,3.0305528603065,1.22634072706349,3.62766689586478,2.56750342463743,2.79420015522796,3.2092264218222,2.63598023410791,3.9951552172419
"TX303",2.44341261178856,2.98861199480668,2.31876378929033,2.39460297596929,2.21040272573447,1.95110581344301,3.21910833049279,2.92668504182956,3.16425673405411,2.09252635431682,0.840702081086413,10.2203895979082,3.95489557255807,2.65865401551235,1.81203698830389,3.87844312610706,2.92957941841432,3.0208621699272,2.94008673823576,2.45163307646833,3.50880433115237
"TX601",2.1300332864543,2.08107590616823,1.3405415222065,2.41891791725146,2.8196626710982,3.0353885472294,4.10587935638379,3.08201717868465,3.13756229182414,1.26334663791359,2.18076370866841,5.65266636446594,4.47243865448023,1.6536379539451,1.46041532353937,4.88867088968162,1.97705238292008,4.53468594352277,3.32273187132209,1.84072117815658,3.63288501807608
"TZI11",0.123185807883926,5.18709641593956,4.36667932636309,3.35220989498713,4.46088874138389,2.67456158537164,4.27206557363093,3.98646627027903,6.06902956119418,3.68420264296331,2.5995027977205,6.16999398414674,6.3374854253834,4.64598738397419,2.23007735524259,5.46779725631391,4.92607202747742,2.93510635856567,5.27578594919559,3.85701645396518,5.74953105081468
"TZI16",1.27010874850337,3.53449475430014,3.95524117546616,2.49505391523941,3.03909343600377,0.001,2.35616987882126,2.26553383216128,3.71165019929528,1.99490893878033,0.063048355077911,5.6538927793655,4.93775754631776,2.55045529338195,1.07020869921849,4.34576322775144,4.04444115102106,3.32743769742043,3.9345206286179,3.18668159581657,5.55406160959887
"TZI18",1.70620874141844,2.91475747529761,1.84254207415953,2.60816058481586,2.83961054840122,3.11212797676273,3.00503299402981,2.50880028955137,3.82947219261375,2.75038063008289,1.57367036996305,6.32225101653157,4.91238740541663,2.82508609184817,2.0708450866805,4.92715621395473,3.03333650590878,2.99875001115874,4.11691684053304,1.60975080841305,4.01456437124225
"TZI8",2.38543581107358,2.95273559899372,1.88981629899857,1.85567450312342,2.36330417866145,3.7196093237759,4.16380741859423,2.74287999275902,2.72697101093097,2.34907406128881,0.622432065429562,5.31412936523249,3.77392418757957,3.88980281221228,1.63406474181198,3.92976258006878,2.59887205817034,3.77526619218449,2.34697668098357,2.25615874423881,3.84182731299786
"TZI9",2.51741527090628,3.67071483098228,2.64767623435019,4.37409201810684,2.1804476408487,2.23504510869844,2.79029647373102,0.247921010379702,5.510622730251,3.53257767255606,2.88278969250222,7.93811317840253,4.06951062421678,1.60873247257542,1.47598701911919,3.2181675883816,3.58825088047459,1.60270135388558,5.36005964676219,2.94116146245382,3.47794774216153
"U267Y",2.49901638566943,2.28616696781856,2.89755352791407,2.74530631276679,1.32316826955328,3.97921736068951,3.48807017096743,3.01114898404308,5.04790446025286,2.50276392269353,1.34375561420821,5.52441396528404,4.46005611332056,2.95876199212855,1.46084940629426,4.10084293700533,1.80806362278338,2.74136218447553,4.84014436525267,4.42512599860369,3.79588571914085
"VA17",1.51314300717001,5.20279230155073,3.67096349387905,3.39987415352025,3.07818583550251,3.59923138826255,4.9260610509024,3.75664871530995,4.45273002669301,3.58841807879501,2.87673374873651,1.68498425059548,5.31637372038134,3.64820286570684,4.81370512113693,4.58018918388773,4.06514904549702,3.03105368616318,4.15169153789112,2.61789031401807,4.5424260256382
"VA22",2.00825927474524,2.54282557423428,2.16821310808093,3.72574997346464,2.12538774844757,4.39478334191442,3.9064959750991,1.94536782029247,2.91702153515109,4.31633990959742,3.09738581375732,6.81123429945734,3.99817325291708,3.49051686440826,2.55037550981508,4.36804505699339,2.47301347876978,2.88331845061346,2.84082146931074,3.53853129142322,1.18176502762069
"VA26",4.10549405276356,0.757509925288536,2.03955066785457,2.71772505971571,2.44412426840808,3.75660784114065,4.23331640385331,2.46064189874425,2.08337787790022,3.19239422521638,1.87785871290259,6.32532581741687,3.20093343142594,1.70799294600263,2.4603579025681,2.03328994756137,0.400255506051111,2.99292298066597,2.00900093642935,3.74720099027481,1.96196734560512
"VA59",3.29227896664693,2.44102404120633,2.81803132147193,4.71682099317506,1.06149981171304,4.75051285598775,3.6821320746175,2.17918558134056,4.4454783096119,3.11033008656228,3.5245936659743,6.4664644440055,3.50429926868235,3.46557648417007,3.07665163590553,2.84046408098183,1.39794879180798,2.0550217429258,4.14622153692584,3.96220075603055,3.47137055582352
"VA99",3.17480136169559,2.50146961700114,1.14700867141259,1.47241979584243,1.23791835587925,1.34834085996591,2.02681904915477,0.99243679278605,4.65714577619193,1.54204382497256,0.001,5.70823134448333,1.80858216658245,2.69679339412697,0.726376048869022,3.11385877802237,1.79981077381005,1.40927604307504,4.97061141414761,3.81637814829563,2.6507850600712
"VAW6",1.22390521768391,3.23848227121502,2.34296186692074,3.82871632331448,3.14907456427065,2.66463465744158,4.8900089324119,3.06362978367509,4.72907645772617,3.63856121734759,2.77691067235779,6.03862037125594,5.56405415754223,2.89246990119436,3.20704380754747,4.67825524046645,2.57017656509846,3.86412455304557,4.25334744238787,2.71090412298813,4.59939931595386
"W153R",1.75483402593293,3.40795680669903,2.90564802459076,3.10872545237548,2.49307851969055,2.07286428940778,3.76247080974117,2.25347657723704,3.63812837691676,2.30464250726723,3.02757027777108,6.6916823995405,4.40786780285152,2.76434789052459,4.2716490512898,4.2045771361168,2.97873549322675,2.63470364142522,3.3394202196274,3.84236883453111,4.13233642016044
"W22",1.75285152149109,3.10335137212206,4.02063205636393,3.0638601586938,2.19736498234854,2.92287854125933,3.90804015372503,3.5690811256281,2.5245539575078,3.210615397971,3.03868629707743,7.37631465802932,5.06984806768467,3.3226498922741,2.55634491730799,4.36499583600731,3.38789589794291,3.76846684584611,2.65414470316031,3.19247981463294,3.23704233903076
"W64A",2.37476179224037,2.03698502354689,3.13645507706169,2.79933933335457,2.84807577636631,2.98974185118121,4.14139247166591,3.1393522137686,2.55089063252443,4.00048035494814,3.39928349355985,6.54122227275495,4.7385096815095,3.43221256156076,3.78433111660412,3.58125190435258,2.5046036470422,4.23563276257214,2.27142746098981,2.4629737986858,4.35330348720403
"WD",0.531726832029923,4.14330920888819,4.53874240788457,5.01198533053189,3.8705449427024,4.68569650844605,5.36630126227977,4.33663002327881,4.88793275738138,3.17898840935036,2.86900434040418,8.2374655865785,5.98894759310428,3.32287279865259,3.76542039628782,5.14295466209574,4.79671117118888,4.39060127323535,5.6155370315233,2.55385400826621,3.77822153323387
"YU796_NS",3.30094629566068,1.23913736523301,1.12120143310872,1.7598708168247,1.89637676131784,2.31829721310282,2.79101769259499,1.80539857007252,3.82943773292439,2.26838303586687,1.68024761718097,6.04339951538923,3.22092202216626,1.47073381484807,1.05053845408006,2.86893089566091,1.37480943230587,3.03013655154564,4.33623247086858,2.45345609862707,2.06961678072088
"MO17",2.61530915027274,3.22764723063471,2.8261624238432,1.52024291923523,2.34285243087475,2.53340196474023,2.95050449509667,3.47758263269238,3.07130469041115,2.31108310655622,1.95444059887424,6.87515599990237,4.1935138419861,3.46848679792158,1.53104700743463,3.50669753266964,2.57771471012126,3.91023016669523,3.02871510533843,3.38599224656338,4.64131918216048
